attr1,attr2,attr3,attr4,attr5,attr6,attr7,attr8,out
con,con,con,con,con,con,cat,cat,cat
0.3402937384236111,0.258952263898217,0.22018797862812406,0.20736641254366972,0.26706575738469257,0.24585115174374597,0,0,0
0.5755669308664773,0.6220629699498195,0.7142103391532372,0.7387408354603472,0.6001661600368223,0.7861852548771203,4,4,0
0.21331886931401445,0.16549633705263883,0.4305811729718838,0.2988856488514517,0.31904126283063405,0.2666684155725658,0,0,0
0.4807189091716688,0.6439748452909184,0.7121457642563744,0.5676920764997484,0.6736597582224202,0.6451774707856031,4,4,0
0.17562984690640077,0.1890449443542313,0.25604010919024894,0.34285030884995493,0.2340687337439249,0.4504395141767713,0,0,0
0.2718722045804561,0.21162813978356815,0.3277985667493942,0.35657164635464805,0.1618553477729104,0.24348271005164324,0,0,0
0.5879442417608836,0.5643580067057623,0.8019712561539862,0.565088174663092,0.6576183715021755,0.5327887285733032,1,3,1
0.7806003099682081,0.8771694785178545,0.7099701943855358,0.7723435834524993,0.5338916576963586,0.634847706151732,4,4,0
0.33373178350906085,0.2630759015973895,0.315740946172949,0.1960084489576372,0.3339131279020474,0.3874019893228092,0,0,0
0.7512191079558027,0.6396644127921358,0.661698823818992,0.6565419894734433,0.7879659445612701,0.7175343541622377,4,4,0
0.688781849002641,0.8952543395443773,0.726752384506826,0.6164009612259154,0.6151270087349449,0.8281545646191157,4,4,0
0.7792885992921004,0.6973720374554835,0.6709108441860078,0.5843805177419816,0.8257832895903152,0.7554129054973124,4,4,0
0.7086325641356459,0.754466179636201,0.7137002529586136,0.7148004915244991,0.7155904720270898,0.7085454536041398,4,4,0
0.2995265067421128,0.17566776824586905,0.25232103546373985,0.396516438711893,0.368030443437595,0.40285323756678476,0,0,0
0.6624158286586129,0.6416714348819953,0.7318895460621142,0.6770141295882667,0.7021482324438671,0.7273153720897703,4,4,0
0.2226980298673595,0.25047957537858373,0.2919833803843193,0.3807235432731313,0.3260023386861253,0.4531977372325496,0,0,0
0.26642275152788475,0.3158649738654115,0.1501088806029496,0.26564234784715085,0.3656929207250497,0.19707005830368285,0,0,0
0.668773373721127,0.6821184359619585,0.7139410823984655,0.7016175230825026,0.707413695002815,0.7112723063020916,4,4,0
0.6908792895000285,0.6655265419907498,0.7041630236548984,0.7157924448074008,0.7576535002369993,0.8491245433006699,4,4,0
0.7181430616017135,0.665279524395843,0.6699680697801986,0.6868516775748416,0.9455231258774652,0.6497361730195628,4,4,0
0.2690100239545531,0.29534020104307007,0.23539702354112252,0.34464915426950093,0.39479509407162816,0.2895105558507346,0,0,0
0.30647743409673484,0.19927244326654214,0.28360046423309065,0.2928282733572465,0.17905579191574328,0.25186003567118936,0,0,0
0.3882092347803753,0.24237829514096504,0.16583873157690562,0.23283017572909553,0.1866841046386758,0.2904956647919179,0,0,0
0.7316967945312312,0.9044418041329922,0.695363746917315,0.772238413081876,0.7320505310454656,0.6881550965319811,4,4,0
0.37934546921221807,0.3182734619508825,0.44513783073698154,0.2617740784389897,0.30369120254110743,0.22519487906506394,0,0,0
0.744128969042239,0.6709177201806956,0.5684467757726649,0.755534518140791,0.7290483955625096,0.8425221037714834,4,4,0
0.19732964773059794,0.23947566705159162,0.4003239859427914,0.35634562298291955,0.33532917815697727,0.3158759207447887,0,0,0
0.2035843870036857,0.2696404557301059,0.2787022087782244,0.29642028278361776,0.39971981139871243,0.2876853524892517,0,0,0
0.58408818551493,0.6244268971119198,0.7176271391953117,0.6576716523766519,0.740782110552812,0.646659821714402,4,4,0
0.467368240977148,0.2800583694914825,0.37299171838539036,0.2362371293698597,0.157240859211265,0.48156414221496446,1,2,1
0.6238107242714723,0.6910350218909341,0.7575903177728207,0.7197870940813296,0.7243191100103518,0.6331224910983524,4,4,0
0.3240745977924974,0.4376093289506243,0.3524501389849073,0.17783139022179623,0.25593362999410807,0.22170496413295104,0,0,0
0.4359800876137818,0.3726199242142944,0.2513962993193889,0.43299498492206334,0.3404495537056013,0.18231125341439083,0,0,0
0.6020218440684213,0.722812036155332,0.7013470314288041,0.8175675191470367,0.5947709459116427,0.6948172581334905,4,4,0
0.23984708663267026,0.3516887879125588,0.4756809723704472,0.24935673102709482,0.2686149525192194,0.34461188926566577,0,0,0
0.62744456319392,0.7904598583326848,0.7688041272057471,0.8719563306385568,0.762089969448842,0.7430953697776405,4,4,0
0.7725209119171893,0.8399566872596476,0.6840698785666856,0.4926643963020847,0.6845534132074755,0.6946936975400253,4,4,0
0.6805381151306472,0.744507750066797,0.7195490504219764,0.5368588287539147,0.7648066004709957,0.7315522848804299,4,4,0
0.7727384410616374,0.6190935240789119,0.6928210674452231,0.6830453479511118,0.6120818795032206,0.5470861537399584,4,4,0
0.4420488243491943,0.3217378621620558,0.34644385082801554,0.2924937411338891,0.26881265607631716,0.4032632410078719,0,0,0
0.6106489258877348,0.6919062820735299,0.8687526543541101,0.7297583169176959,0.5937959137823113,0.5935380198115341,4,4,0
0.6586878299411645,0.4858930830026316,0.7050510517910449,0.662018191448533,0.6031206166282314,0.6068249523907662,4,4,0
0.7338800897297538,0.6717694033412546,0.5345415539502562,0.5746642229501584,0.6533632004547301,0.6643080846844918,4,4,0
0.6821912181921052,0.7102593074970166,0.6499921793824249,0.7503868458968229,0.6613557683672642,0.6568180380268691,4,4,0
0.61539552041114,0.5775620955222269,0.7289385918940575,0.869105148708883,0.6750213972115523,0.7090820581072997,4,4,0
0.7946108750527906,0.7410278990547337,0.7045205465218259,0.6566635562719392,0.7789257957923785,0.6225974309204916,4,4,0
0.6186464706520991,0.7149309805498276,0.8379350225843971,0.7170326758369152,0.7047550222284664,0.5564727634263131,4,4,0
0.4472724631761,0.1634722947008034,0.3286074361453485,0.2694993229178773,0.5494374932532154,0.30787955373738835,3,4,1
0.3966917203116522,0.4170386917829605,0.35273541211016,0.3973856615330091,0.3764307012487209,0.37316559871246613,0,0,0
0.7641219467389938,0.7554195561636289,0.667626857457688,0.7757276283909973,0.6923275207889982,0.7919084270374277,4,4,0
0.3442020839231078,0.25899036049090524,0.2591082703972856,0.2260018055897503,0.358740496748123,0.27766246713375353,0,0,0
0.4625959984124329,0.38914638481299546,0.37271550633944434,0.29848557896479966,0.2721903635728547,0.3880804988105744,0,0,0
0.32061803333227956,0.41538167053892705,0.3587904022452473,0.24386070544943875,0.5168013854816893,0.20250224413787127,0,0,0
0.18634012713053544,0.32478464321803546,0.2939156786694687,0.30805660914179367,0.1900874180247104,0.3730571214899724,0,0,0
0.42314766050214836,0.4459213150110105,0.2609271893983534,0.40195577008230043,0.5446224714948278,0.2404672588055544,4,1,1
0.7151002805661943,0.5256593107307033,0.5190814071092322,0.6152666887994753,0.7821680932072033,0.6099017185180302,4,4,0
0.49653807924007454,0.8373692133532129,0.7617424202212993,0.6427478859338038,0.8359199859472647,0.6670056265919283,4,4,0
0.37396487468227013,0.2592977325478893,0.18328599402088697,0.2954250152136257,0.32224484672870934,0.2529165260651682,0,0,0
0.3930725224306832,0.2646931972278952,0.23970959408627823,0.14454494602718734,0.4626267406704031,0.3223516820156374,0,0,0
0.7086883161980013,0.5791889792135706,0.8285843832232314,0.8364910452213741,0.6557059865206389,0.6206163815756174,4,4,0
0.8039948338279722,0.7879257775999761,0.7997486638665036,0.6592337430215359,0.828253972799017,0.7234840282641504,4,4,0
0.47942886916323046,0.2653683181988447,0.27777281381194885,0.2699320092029783,0.28735814500415824,0.1984602098672953,0,0,0
0.743329886525054,0.7133980418013175,0.6123994511341772,0.6468699790289903,0.6449649178460393,0.7662977106485561,4,4,0
0.6706014585934098,0.6154869248477766,0.769403260315449,0.6297980646451371,0.7917739265954105,0.709217154402215,4,4,0
0.2957007651171936,0.23680585726700848,0.33850134430109824,0.4028687869854891,0.26058221993276726,0.2994659501054098,0,0,0
0.340109652315125,0.3671659806818035,0.31142111857518334,0.29555492276526363,0.3541952182281466,0.3567061609448703,0,0,0
0.726275841599667,0.5702618194330706,0.6835370904016904,0.6752663045611287,0.7305886055810327,0.7216073537799255,4,4,0
0.1849677517952757,0.46079582103202155,0.32896943510076676,0.317742230442838,0.2941384963617706,0.15406503528508605,0,0,0
0.33422182123241606,0.20751436523284972,0.3419050896738307,0.3829772963059602,0.257739729104019,0.3864621631721379,0,0,0
0.7390266020725047,0.8153439009159893,0.7605022861382538,0.7017447782565447,0.7003771190273727,0.705957502742411,4,4,0
0.23355880264011997,0.24231065502920798,0.45902319007635056,0.15431891039511889,0.3579804222008758,0.20539225818194173,0,0,0
0.370044324941834,0.35979580617472307,0.3238637857886203,0.2546664795840011,0.2412910776782364,0.3520571932130639,0,0,0
0.33226648032598205,0.18546374070618016,0.22293274365766652,0.4364549938655734,0.16872883855845275,0.3274065996229211,0,0,0
0.20560077875330734,0.30091847970290186,0.29546838794000096,0.2198789774546414,0.3661503905336184,0.15828471999418423,0,0,0
0.6418773666251235,0.6478238419094045,0.660798925108629,0.7704909465668619,0.5819738147857226,0.7926798224016143,4,4,0
0.71089501681928,0.6712384449374185,0.5859070375400792,0.6513813594079872,0.7563837812736922,0.7246524650426713,4,4,0
0.7438078484596802,0.8297581872667467,0.6769750555746293,0.5756770888243719,0.6688684890385831,0.6576323198851752,4,4,0
0.2039964166236875,0.2683546700338791,0.23938485173213297,0.20473840465104,0.2029973517412056,0.19780350349101167,0,0,0
0.6176877663335448,0.7975009440792066,0.7165012928893687,0.7365036278656162,0.9710843135662104,0.7500305363736826,4,4,1
0.7421427766604265,0.671232691792971,0.7914637319723231,0.5331674731991682,0.7251665812995173,0.6968668152072982,4,4,0
0.37425040253819686,0.2783216715525032,0.2168031510467413,0.22426340912125647,0.27530523147560915,0.32491966151384466,0,0,0
0.7926869373811611,0.7159905012540109,0.8772572430524506,0.6917037670954608,0.6689141041360017,0.7019438876437653,4,4,0
0.29299943214169766,0.4686776784903066,0.3343032397732104,0.5846214527794507,0.37176086581196216,0.2473466203598614,3,3,1
0.25491031344866727,0.4235616660014987,0.31584985726022174,0.35048338544529484,0.30171738704715423,0.3511633549162452,0,0,0
0.7359873123002734,0.7843378244449173,0.7044157106997743,0.7858144806620974,0.6486921337224348,0.7291469394552141,4,4,0
0.3203992629431606,0.17924712909139176,0.19851569243881706,0.07870740772883209,0.34496539013871363,0.2693038053725216,0,0,0
0.2524717152461309,0.28068906354698997,0.4095424330594916,0.28601376750398205,0.41152513874203445,0.35063495364802066,0,0,0
0.37805149820077744,0.3666405078313321,0.3571423039865232,0.2606238003805466,0.293362219224983,0.26783907272226537,0,0,0
0.1687022974700288,0.4082376368061922,0.302783276484175,0.2541259072077733,0.3371992143093205,0.3136061055250065,0,0,0
0.6630852243014485,0.7843200837834301,0.66545218115977,0.7879804119908708,0.6704324251971562,0.6452379698479168,4,4,0
0.831468463515348,0.6191078682773036,0.6914001698683812,0.8534828218870631,0.7585467559566933,0.639104322914893,4,4,0
0.27599619436035194,0.3000959090284266,0.4315821466984433,0.38471455342763866,0.2005233314925463,0.3226424357773639,0,0,0
0.42301258481930215,0.313192185800002,0.40126723829790206,0.43324484433796684,0.22289107849370637,0.3265677009352717,0,0,0
0.33776064695881647,0.31587953326916457,0.3178189914030069,0.30616059152130903,0.41693324708814844,0.29493077724823114,0,0,0
0.7951466254403984,0.6036715049500628,0.7910705334969065,0.6464087178711178,0.723380612113019,0.6415461238396973,4,4,0
0.6657182699628357,0.7518203204510251,0.6326849695222803,0.8242629115335356,0.566440487679719,0.7581150995613801,4,4,0
0.1579053826652308,0.423863235018563,0.2602123219010725,0.313969859444381,0.3125199083924239,0.17535075525456023,0,0,0
0.37671778906759246,0.38307810736841696,0.30244814229234307,0.27229834660768476,0.38508414671455093,0.43354000241565704,0,0,0
0.6518640682177552,0.7166929987718362,0.547024584007965,0.7195764646815664,0.6914050659857751,0.7385687310581664,4,4,0
0.7475154380601441,0.7755940579926309,0.6320326709960629,0.5150718774589073,0.6292566151816914,0.6647886980656476,4,4,0
0.5824601593146574,0.7443753737877289,0.7740510115553986,0.6248445535792669,0.646326537845091,0.4221643643833783,3,3,1
0.44709376680277646,0.25086238095395946,0.3102623270364866,0.30400903622077396,0.3146608814488579,0.3089485265747085,0,0,0
0.18030754788933562,0.3163390096501198,0.3139212803260437,0.26407856118893264,0.3546237253191287,0.3244179196999714,0,0,0
0.6762747519457964,0.6447408105875476,0.727761002071273,0.6857620785692117,0.7054053682321243,0.6492563771455394,4,4,0
0.7928132114376789,0.8092879172412449,0.5758403317006867,0.6719958036713736,0.6099768709511043,0.4808023151170454,3,4,1
0.7030139374384216,0.6439543057794377,0.6847920257328088,0.6795756483787943,0.6733787024464474,0.633695211242229,4,4,0
0.7580507300713945,0.7642226583753738,0.7880382519079422,0.7160031563558523,0.6628297643348807,0.5797643531296521,4,4,0
0.5058672741882588,0.6141943873996751,0.6752201635344988,0.6640612865466636,0.6703132390681725,0.7688593975750054,4,4,0
0.2749829883007662,0.29311738919265834,0.2721256385447393,0.3646228563750636,0.23213469608914078,0.40383429223813005,0,0,0
0.3039393039050225,0.2728525928843323,0.24328874082691593,0.38810104411419677,0.14314495072388125,0.10481468321419751,0,0,0
0.8472698520934191,0.7679383567344369,0.674839668289273,0.6273044555521824,0.7355342168974279,0.8535727516906657,4,4,0
0.6054633964167755,0.8095898234182656,0.7643332224997064,0.6716102090394126,0.6813561396139943,0.6426835698058657,4,4,0
0.17146498569678364,0.2178104261078763,0.21535486399874834,0.43736991965781247,0.19676414305639411,0.36192596842885794,0,0,0
0.33501973516255423,0.333453736307497,0.32909209021576946,0.2970040231424887,0.36098910847418003,0.5153745655408568,0,0,0
0.6554265120728897,0.6556494144812691,0.6939030132582991,0.6431479455772732,0.7323532507948839,0.7688668335860929,4,4,0
0.22408854795526376,0.2625060672913043,0.45190620217153943,0.29987754757891655,0.18830410522745694,0.19656641325631918,0,0,0
0.3238782530006501,0.42612643775311276,0.14858781330789173,0.3382636605297677,0.24956280846822926,0.3877023450256639,0,0,0
0.32527385022931554,0.40678363066536316,0.391446387455898,0.29447233286358654,0.4543197315018782,0.3165372866462476,0,0,0
0.23764921155938698,0.2632322207816707,0.2299711742551115,0.08520086289650874,0.2755670718347398,0.36153504217014126,0,0,0
0.7847554298414162,0.742973606455887,0.695884570512073,0.7072148908366213,0.6133963702981204,0.864473522952774,4,4,0
0.8444833765098463,0.8120843429900952,0.7663679755125358,0.6480538861406719,0.7758216224053625,0.7886134024560504,4,4,0
0.6696278298114434,0.7016041003781657,0.5966311403297233,0.6912467590090082,0.5961988288182078,0.6502645768305233,4,4,0
0.3188456787338117,0.35381398011188914,0.3986899246282097,0.1267401365675382,0.31150896316584686,0.2882047515067258,0,0,0
0.29338886248840035,0.1373828610395525,0.244540533490316,0.32653651160171215,0.33116157436433874,0.1847724320610756,0,0,0
0.14969185693293155,0.2248782628720418,0.3658172748775639,0.2588541381191073,0.3444772711555756,0.3131265787842479,0,0,0
0.7844060695428502,0.8873188352187749,0.5864517539022539,0.7584888836933472,0.6902463150059469,0.7525676308671706,4,4,0
0.8030378703282602,0.7972576448290575,0.7046997459591741,0.6295155094794803,0.70781528557548,0.8400124866345055,4,4,0
0.3389789909743519,0.34162494495582074,0.48339223899979683,0.3521414335180316,0.3491612211991626,0.351008376592312,0,0,0
0.14836295963656404,0.2988070653148275,0.4641434865568289,0.25217498715349596,0.2294165035843489,0.17514773270892187,0,0,0
0.24603082305628252,0.26127140831079476,0.2810483872009363,0.2838486939991252,0.19461660063719957,0.2095958611287272,0,0,0
0.7880855924870863,0.7371530725853812,0.6951137188910721,0.5453143703930969,0.7095698207284891,0.746312830309217,4,4,0
0.6481936294855344,0.7495434382036235,0.6576087620827723,0.7516082973054429,0.5220411668956088,0.7707540115019692,4,4,0
0.25874764599111877,0.3122083190766375,0.4087349595624179,0.29422524471485917,0.3109259407220193,0.20481889286700516,0,0,0
0.6422669141958227,0.6167204014044059,0.8000298034645434,0.6462623755748502,0.7005837275045984,0.5911586951446633,4,4,0
0.3556146727522122,0.4543310072711132,0.1684718387555923,0.25450051741327845,0.2858838163363134,0.22790566763820164,0,0,0
0.6617776411554221,0.7380599578095722,0.7251194420810599,0.6294854384001183,0.5704483715847867,0.7032982957420052,4,4,0
0.392935355068211,0.18286555703872243,0.28181422779791526,0.2277730981400935,0.17588861927544766,0.4335160616600508,0,0,0
0.3385845592484599,0.4075844202375645,0.26506927572654976,0.3189094447807027,0.27975503174359045,0.2804849519692946,0,0,0
0.6296048814996781,0.6564382499816014,0.7033199033029396,0.5711416192745831,0.7585555207217003,0.6684148879622162,4,4,0
