attr1,attr2,attr3,attr4,attr5,attr6,attr7,attr8,attr9,out
con,con,con,con,con,con,cat,cat,cat,cat
-0.0410337166017245,0.6001661538297685,0.6708380208674247,0.5217475707326509,0.24336113555254074,0.4849216993245883,1,4,0,1
0.5565126234183911,0.5185137247182753,0.37617504384350037,0.23370543527920395,0.4940124152790401,0.40051377593521076,0,0,0,0
0.35937358363260574,0.35690636448412416,0.560007728122976,0.4722771125230338,0.42450601304076935,0.6451989738443675,4,4,4,0
0.6298003673177281,0.3119591900967785,0.575539237611732,0.5693890500823989,0.7544971155587352,0.8034541850311905,0,0,0,0
0.47523138486961997,0.29407391304726527,0.4348144618000467,0.4752600291148898,0.6128342134370713,0.5255050441421356,0,0,0,0
0.6684262661168435,0.40206461027981594,0.6370897281506464,0.2582741157682254,0.5215992459763394,0.5902831382751748,2,2,2,1
0.5023630553335724,0.5029908427083364,0.5398476718349715,0.5231690210238368,0.5013053693514279,0.40474745938002143,4,4,4,0
0.4638043888146471,0.4170173157818588,0.5440651586074626,0.6055543429726877,0.4157022928974719,0.4629392570703329,4,4,4,0
0.3980338148803503,0.5039770977094441,0.47671699332384826,0.6310523380467193,0.5606120311159356,0.53774841771915,4,4,4,0
0.5013236712555076,0.41520841887142523,0.3972890776822059,0.5778535806364332,0.5116741871193743,0.34669699873869453,4,4,4,0
0.7996049572171062,0.5201688828353673,0.17671400038129043,0.7642644154982217,0.5991228465097075,0.4773788388852084,0,0,0,0
0.41522168486883526,0.4479512208246334,0.4294833105621095,0.5172259336314979,0.7697846684872205,0.7688762443698318,0,0,0,0
0.3349338969604978,0.4458455534621103,0.16342423859333954,0.7902475630841821,0.3845170447098225,0.49666368391638294,0,0,0,0
0.7462413606053915,0.34450315819270977,0.8192918167018732,0.5018242851879413,0.5635256546828687,0.4890578696643055,0,0,0,0
0.41195886286478595,0.42623452528148464,0.5303921427241409,0.5769957139423428,0.6910062235458978,0.5580129508223209,0,0,0,0
0.5939862371615459,0.357608804035176,0.5599485530640985,0.3560069078972747,0.6312390292464272,0.49369637871120614,0,0,0,0
0.5909292059871141,0.22808329539128208,0.43565366240428927,0.526131432855478,0.34345344361936153,0.7081273506441583,0,0,0,0
0.40087728187922794,0.3704990870158273,0.39484913010100264,0.519572062182858,0.6076807837749829,0.5293659007987968,0,0,0,0
0.5092689182586987,0.33642844469282085,0.4511836317038917,0.5392646892998553,0.4288865847601194,0.6468421598083842,4,4,4,0
0.4384013253171676,0.47183514777394786,0.32657214093722853,0.6364705080932342,0.5458379547535539,0.4814154402349283,0,0,0,0
0.5897965814953768,0.4280291864546608,0.4703925021299787,0.515147972784774,0.6294647856042197,0.6521961710562107,4,4,4,0
0.35891098813513056,0.251983640785826,0.6358652820408526,0.4876139510443829,0.5894083915874083,0.5136163720293205,0,0,0,0
0.3705177130647782,0.7793458231760413,0.8900507558462141,0.7089961258488833,0.4134051828691837,0.37561214470114895,0,0,0,0
0.46911229898205536,0.8241462913294662,0.4456854442588989,0.3426006212541991,0.5546886561188742,0.3918913119176466,0,0,0,0
0.5361523826530696,0.5477132301569376,0.611776474457489,0.5595094950607242,0.560894949420636,0.6153708012732017,0,0,0,0
0.08970218808020658,0.37506780065295575,0.26858243168508894,0.5554323302357964,0.7805965094019939,0.4458897336357251,0,0,0,0
0.7222030162665205,0.3211644246433194,0.3970656682853716,0.8803018382609806,0.6177348652923074,0.2713519002042932,0,0,0,0
0.6919107292078088,0.46196150377149325,0.3520569735804667,0.5168843762997304,0.6589479717136227,0.7250270205057642,0,0,0,0
0.39873873376174473,0.3833344073537934,0.5127030858114592,0.3417333259535936,0.42029960008256206,0.5792364847858817,4,4,4,0
