attr1,attr2,attr3,attr4,attr5,attr6,attr7,attr8,attr9,attr10,attr11,attr12,attr13,attr14,attr15,out
con,con,con,con,con,con,cat,cat,cat,cat,cat,cat,cat,cat,cat,cat
0.4919841470034502,0.4825103242091968,0.5245987099013554,0.4695468969324686,0.4798564110283358,0.4830768803705221,4,4,4,4,4,4,4,4,4,0
0.42056697383449226,0.626246748094024,0.6862169680051929,0.3980527408360964,0.6351330380135739,0.3143669161204905,0,0,0,0,0,0,0,0,0,0
0.21562933919868937,0.6254131412923032,0.6433704801682467,0.6020621053210462,0.930274665974023,0.6631205567171317,0,0,0,0,0,0,0,0,0,0
0.1639680263710091,0.5120355678805691,0.48138769789133545,0.5744292531377332,0.30843010537813703,0.48592547044787265,0,0,0,0,0,0,0,0,0,0
0.502217530457508,0.5184795381865327,0.5058907906675301,0.4775507103966697,0.2853881948538542,0.5842613834405336,0,0,0,0,0,0,0,0,0,0
0.5566961323065378,0.6447743444102003,0.4944665042929729,0.2967071251083492,0.6751338624489678,0.29415516996208235,0,0,0,0,0,0,0,0,0,0
0.2971950720012831,0.4201035875521251,0.47677369460619545,0.28009354393378805,0.3794943987070428,0.6282023558563888,0,0,0,0,0,0,0,0,0,0
0.5489883138977596,0.48750545306982784,0.5111940976547885,0.45786180647297586,0.5821290183101457,0.4794648202467293,4,4,4,4,4,4,4,4,4,0
0.5413510048609061,0.866255156038483,0.5506673152562043,0.26185344663630666,0.21951264232671536,0.5402705127094491,0,0,0,0,0,0,0,0,0,0
0.3960473027038543,0.2657735437683472,0.4804867601644079,0.5417554347524934,0.6953922690622523,0.6141447303186047,0,0,0,0,0,0,0,0,0,0
0.7344396145241792,0.7150580073984731,0.513324862602815,0.6687619192219296,0.5758656809440856,0.6351729388715212,0,0,0,0,0,0,0,0,0,0
0.46130011713716906,0.48393980575172574,0.5437570164418014,0.44032741711352646,0.38011672748815517,0.5793475145661037,0,3,1,3,1,0,2,1,4,1
0.44335426632963176,0.4990341457468645,0.4972359758175906,0.5150212130888724,0.49589548355983437,0.5083689866595552,4,4,4,4,4,4,4,4,4,0
0.41631863544776576,0.1462550940032385,0.39515923217978155,0.6719266150508292,0.39818667070201264,0.5260550923348026,0,0,0,0,0,0,0,0,0,0
0.4532740348124711,0.5078105068638753,0.5140435501383743,0.5342847062821574,0.5052442262706491,0.47872070949724704,4,4,4,4,4,4,4,4,4,0
0.47245378634329105,0.5454315081661953,0.471187624123556,0.48303888999841593,0.5537217170504134,0.5034388031278745,4,4,4,4,4,4,4,4,4,0
0.4849247545719321,0.5110137774006583,0.5163428793275548,0.4660180438235224,0.463515763490719,0.4331011507600057,4,4,4,4,4,4,4,4,4,0
0.5400712063341041,0.5085823483889621,0.5234085937400068,0.4657063050500534,0.5044966673554625,0.5262939072641318,4,4,4,4,4,4,4,4,4,0
0.2936612018570684,0.5050263735191994,0.7621893280108902,0.5958948133977349,0.27112296033604744,0.68162084004393,0,0,0,0,0,0,0,0,0,0
0.9125738267431125,0.48100347767460655,0.2753349129987298,0.36109768074092435,0.41580509933377025,0.20222663651941214,0,0,0,0,0,0,0,0,0,0
0.7052770213289044,0.39476487973768315,0.22379077912461542,0.4552731749361168,0.7421644233915483,0.47182004499996766,0,0,0,0,0,0,0,0,0,0
0.5213054633986307,0.5775769682552193,0.5116957356076125,0.2773257827048441,0.6197311970982189,0.3510334846093369,0,0,0,0,0,0,0,0,0,0
0.5444394587878993,0.4924349975490276,0.49931867850017253,0.5579367240656715,0.5042214942181173,0.45856325745115,4,4,4,4,4,4,4,4,4,0
0.4477227053679402,0.4810300550114909,0.4819246731416922,0.49892803325900054,0.41575603008238166,0.5464870913398805,4,4,4,4,4,4,4,4,4,0
0.3022056941246618,0.37900273618118313,0.3619281778329091,0.7677840843268772,0.7447201564013218,0.3281419345554625,0,0,0,0,0,0,0,0,0,0
0.5660874933045335,0.5880048105543739,0.44633091979524614,0.4232705300908214,0.3998922150391683,0.6013133358816732,0,0,0,0,0,0,0,0,0,0
0.5569423100265993,0.5777853474461319,0.4319172696057162,0.5180805642166446,0.5053123995618816,0.454644780558352,4,4,4,4,4,4,4,4,4,0
0.45949031401349005,0.4332488440795401,0.5041888692970703,0.4453797743748392,0.46826185207031434,0.5630583624162399,4,4,4,4,4,4,4,4,4,0
0.646239142590916,0.4209620157996484,0.4349026248543564,0.7368835475022841,0.7059957278859068,0.7245694772839301,0,0,0,0,0,0,0,0,0,0
0.5644635389510314,0.4830913943165661,0.48686646603222306,0.5008083386981951,0.459126252908486,0.46926022916617105,4,4,4,4,4,4,4,4,4,0
0.5694799693189193,0.448403297014507,0.49759834749345966,0.5521844201766593,0.542046637653639,0.5403757101929232,4,4,4,4,4,4,4,4,4,0
0.42719737667514973,0.4843213903559017,0.4862370806910521,0.4802929928396485,0.5158790706879052,0.5524591722389182,4,4,4,4,4,4,4,4,4,0
0.4789303315048567,0.5087694718954994,0.5207868759289791,0.5390539481504361,0.5448175279982357,0.5201844693722091,4,4,4,4,4,4,4,4,4,0
