attr1,attr2,attr3,attr4,attr5,attr6,attr7,attr8,attr9,attr10,attr11,attr12,attr13,out
con,con,con,con,con,con,cat,cat,cat,cat,cat,cat,cat,cat
0.3000802658827484,0.5220634095311791,0.5824603050609458,0.23904495726785946,0.5832682965930455,0.3539968534442618,0,0,0,0,0,0,0,0
0.6732659481230452,0.612773054375891,0.4570120556328729,0.6681399917145457,0.38677931901145907,0.4895383346047832,0,0,0,0,0,0,0,0
0.47828758442477365,0.6300333495055148,0.5340866054080113,0.289635322204679,0.27087398121146167,0.6582152083839785,0,0,0,0,0,0,0,0
0.5161476325557969,0.20870062465299927,0.6000565005091039,0.46856972317641615,0.6629680002816272,0.3491699167193427,0,0,0,0,0,0,0,0
0.4546992176618076,0.3929923787006011,0.4034942696739995,0.6215515094645647,0.4761480149374371,0.21223804724084155,0,0,0,0,0,0,0,0
0.4993099263411499,0.5025252728588191,0.5018721407178012,0.49705700983330553,0.48984617538761327,0.5000716717890066,4,4,4,4,4,4,4,0
0.5043161763704451,0.5036402316206947,0.5027498995996299,0.4981806731621215,0.5014402344209132,0.4935840872428207,4,4,4,4,4,4,4,0
0.258716931067212,0.27879680296229953,0.8177334634232137,0.7152460008989856,0.42294086220351956,0.4024570904751039,0,0,0,0,0,0,0,0
0.8575365054641724,0.4387562249287644,0.5406091108680917,0.4326317376581998,0.30530980395883334,0.18664587761734314,0,0,0,0,0,0,0,0
0.5078974484281217,0.5009117583082563,0.5058512094560544,0.5015026501868587,0.5054599246142601,0.5062047572302849,4,4,4,4,4,4,4,0
0.390768986082753,0.5623358616590022,0.4769950511430433,0.5089583785274227,0.4435012278975057,0.38289470298049016,0,0,0,0,0,0,0,0
0.3954502493976998,0.6846494406682254,0.376817873201056,0.4680353093132574,0.7430166425048187,0.44047470413786177,0,0,0,0,0,0,0,0
0.5063092725199022,0.496211688897936,0.4955612451845563,0.502788963880033,0.5052245081298714,0.5029364566735455,4,4,4,4,4,4,4,0
0.6420514137911637,0.6452769636095634,0.52156252548589,0.22008003211156085,0.6988606413442909,0.32250189540927315,0,0,0,0,0,0,0,0
0.8285470623303031,0.49065783842610045,0.2643947724474699,0.6128116840176047,0.4199127306519991,0.5212446058934741,0,0,0,0,0,0,0,0
0.5047452260227594,0.5114327855096533,0.4991649205873465,0.49564930521170114,0.49491369402327867,0.49976167929703996,4,4,4,4,4,4,4,0
0.497684558361815,0.5000004746095404,0.5045298753053308,0.4992670161557566,0.5055948211162051,0.5044432778193059,4,4,4,4,4,4,4,0
0.49647835831686854,0.5059673407924984,0.4959697704972287,0.4953493132869215,0.49438788463040045,0.49784597157279137,4,4,4,4,4,4,4,0
0.6267256610416425,0.5635388303955734,0.13399504093679937,0.16123549824816336,0.8760126723529464,0.36274139896272806,2,0,2,1,4,3,0,1
0.5040967831055922,0.4905531211245147,0.5037706345818788,0.4949799657436342,0.5008355901432807,0.49876730879634557,4,4,4,4,4,4,4,0
0.5016749497196077,0.5091901647797153,0.4881074761037848,0.48542453464976737,0.4955694141996034,0.5032774896985432,2,4,1,4,0,1,0,1
0.9996341167908012,0.2660183681017559,0.3460442253057585,0.618845422525306,0.7261837454768276,0.29152080543435854,0,0,2,1,1,2,3,1
0.5895783074322264,0.5651713863085877,0.3337863514689068,0.6408312438656799,0.5864314296845127,0.5170628245239373,0,0,0,0,0,0,0,0
0.5054268323047478,0.5074482828123337,0.4977175685615423,0.49836877656479117,0.49858468567564174,0.5117868919771276,4,4,4,4,4,4,4,0
0.4928210770555276,0.4967467249918189,0.509649915778512,0.5027982567721655,0.49837037513853144,0.510153146683656,4,4,4,4,4,4,4,0
0.5348747471853015,0.7048081766071056,0.7053423044538122,0.6442212136747613,0.4625427498808981,0.5765625969773226,0,0,0,0,0,0,0,0
0.7607893879118335,0.6700770988597695,0.3461001411796466,0.5915821683077538,0.5683340897929718,0.05092749036617966,0,0,0,0,0,0,0,0
0.49847414834969717,0.5046301619075015,0.4969709271505672,0.49917610023400577,0.4977619472064103,0.4936220090448316,4,4,4,4,4,4,4,0
0.4937450838383468,0.5014360004757553,0.5061014456170534,0.49731934633914315,0.50272974162852,0.49828462058269213,4,4,4,4,4,4,4,0
0.5012235619441687,0.5014830744128559,0.49433455408160615,0.5000230273039964,0.501912689935296,0.498087586740852,4,4,4,4,4,4,4,0
0.4984815776643407,0.48956626574628503,0.5047605174139402,0.5043793203723473,0.5035619569028797,0.5028204518731284,4,4,4,4,4,4,4,0
0.5012773516901549,0.5071594367084024,0.4989123511795646,0.4986581977695115,0.49955369487747325,0.5090474750196897,4,4,4,4,4,4,4,0
0.7190632060845521,0.6429893747945192,0.680636157370541,0.9255408530058407,0.45311066687193224,0.35903396206644206,0,0,0,0,0,0,0,0
0.4961145181079878,0.5015113226559691,0.5029624752994036,0.5023540699581809,0.5029698221382131,0.5021981012345718,4,4,4,4,4,4,4,0
0.34973000289995243,0.3048968720890716,0.5357182552724798,0.8216475141220709,0.43787738613164295,0.43613612459795753,0,0,0,0,0,0,0,0
0.11253691835899848,0.6818178423033797,0.5505408606047407,0.6343498605722284,0.25111227606726594,0.6584010099804505,0,0,0,0,0,0,0,0
0.6316691784194196,0.4911551711675473,0.5732435426170135,0.43219053753198894,0.30588074648537267,0.3054966133814735,0,0,0,0,0,0,0,0
0.38986730690092297,0.7340395569510925,0.6262748138099106,0.5315173478836231,0.6351787036409047,0.6374741191254714,0,0,0,0,0,0,0,0
0.49744876673354954,0.5045456162106425,0.503926022159367,0.5019989054179749,0.5074877792882762,0.4955242260866394,4,4,4,4,4,4,4,0
0.35980970861041683,0.32541909700858135,0.5455807024155807,0.5505176507848026,0.4657233120379778,0.3004557892164865,0,0,0,0,0,0,0,0
0.36414473270987185,0.6228988789622801,0.44312361494649477,0.5881445447386466,0.38941189516789887,0.3183492809706088,0,0,0,0,0,0,0,0
0.5003646012243161,0.4984426497972904,0.49675405376614623,0.5070028433545021,0.5045306077903202,0.49909644089965155,4,4,4,4,4,4,4,0
0.7719747106780697,0.6250375156372259,0.9093811783767793,0.3867570551546813,0.563712067586387,0.7739955473601781,0,0,0,0,0,0,0,0
0.33752373322025175,0.6875447362077823,0.46731818983939616,0.3829861041672864,0.6130787728048446,0.3272339147562747,0,0,0,0,0,0,0,0
0.4961835080749417,0.49787964864191986,0.5014724477505216,0.5097121775802939,0.5053607736841472,0.502220324321679,4,4,4,4,4,4,4,0
0.4979044839252336,0.5006681978611931,0.4906326282225846,0.5007339375083769,0.4963455263514976,0.5004879168942061,4,4,4,4,4,4,4,0
0.496807210952395,0.5035971688848541,0.505858236294946,0.49143924099933073,0.495554960021986,0.5014337453813152,4,4,4,4,4,4,4,0
0.4980104662733646,0.4989905212034872,0.497304803232263,0.506306402054704,0.5065227836599208,0.5038685627094143,4,4,4,4,4,4,4,0
0.5045953052480746,0.5001780860136321,0.5030976815640493,0.5039277983344043,0.5031536444835095,0.49609927135439486,4,4,4,4,4,4,4,0
0.7120450685402004,0.7171156526694067,0.4346942285494807,0.6463388669895953,0.48063743084523525,0.7049204248309298,0,0,0,0,0,0,0,0
0.3326978483166455,0.2481215119239662,0.9983744408242449,0.5378091565715158,0.63504272206337,0.6656791375299295,4,0,0,3,0,1,1,1
