duration,src_bytes,dst_bytes,class
-2.302585092994045,204,6620,0
-2.302585092994045,234,1378,0
-2.302585092994045,230,406,0
-2.302585092994045,212,2205,0
-2.302585092994045,223,17662,0
-2.302585092994045,206,6223,0
-2.302585092994045,257,873,0
-2.302585092994045,253,3659,0
-2.302585092994045,226,10226,0
-2.302585092994045,310,304,0
-2.302585092994045,308,3211,0
-2.302585092994045,324,1538,0
-2.302585092994045,299,2630,0
-2.302585092994045,224,1411,0
-2.302585092994045,383,9712,0
-2.302585092994045,220,1410,0
-2.302585092994045,327,657,0
-2.302585092994045,315,765,0
-2.302585092994045,235,10215,0
-2.302585092994045,307,885,0
-2.302585092994045,271,6552,0
-2.302585092994045,290,1560,0
-2.302585092994045,328,2545,0
-2.302585092994045,316,337,0
-2.302585092994045,297,2788,0
-2.302585092994045,203,7638,0
-2.302585092994045,257,1120,0
-2.302585092994045,301,1075,0
-2.302585092994045,291,8367,0
-2.302585092994045,315,791,0
-2.302585092994045,211,12220,0
-2.302585092994045,204,337,0
-2.302585092994045,178,368,0
-2.302585092994045,307,36525,0
-2.302585092994045,225,1645,0
-2.302585092994045,267,703,0
-2.302585092994045,209,2483,0
-2.302585092994045,266,269,0
-2.302585092994045,223,17353,0
-2.302585092994045,275,20410,0
-2.302585092994045,304,2474,0
-2.302585092994045,244,1178,0
-2.302585092994045,377,253,0
-2.302585092994045,193,2580,0
-2.302585092994045,289,4368,0
-2.302585092994045,253,3605,0
-2.302585092994045,268,1394,0
-2.302585092994045,305,2698,0
-2.302585092994045,262,467,0
-2.302585092994045,331,279,0
-2.302585092994045,302,8536,0
-2.302585092994045,229,334,0
-2.302585092994045,217,16904,0
-2.302585092994045,238,437,0
-2.302585092994045,254,5754,0
-2.302585092994045,312,8548,0
-2.302585092994045,317,398,0
-2.302585092994045,292,891,0
-2.302585092994045,226,626,0
-2.302585092994045,222,60797,0
-2.302585092994045,287,3299,0
-2.302585092994045,215,1137,0
-2.302585092994045,320,398,0
-2.302585092994045,340,308,0
-2.302585092994045,164,364,0
-2.302585092994045,224,283,0
-2.302585092994045,310,392,0
-2.302585092994045,213,3942,0
-2.302585092994045,287,1590,0
-2.302585092994045,245,1185,0
-2.302585092994045,337,1528,0
-2.302585092994045,236,2698,0
-2.302585092994045,315,731,0
-2.302585092994045,297,3724,0
-2.302585092994045,326,3220,0
-2.302585092994045,279,7379,0
