duration,src_bytes,dst_bytes,class
-2.302585092994045,279,3192,0
-2.302585092994045,230,453,0
-2.302585092994045,253,287,0
-2.302585092994045,230,1099,0
-2.302585092994045,202,244,0
-2.302585092994045,304,280,0
-2.302585092994045,312,614,0
-2.302585092994045,281,3946,0
-2.302585092994045,261,617,0
-2.302585092994045,312,3252,0
-2.302585092994045,340,388,0
-2.302585092994045,234,4137,0
-2.302585092994045,306,7038,0
-2.302585092994045,208,12723,0
-2.302585092994045,210,12922,0
-2.302585092994045,199,7686,0
-2.302585092994045,176,1984,0
-2.302585092994045,146,13603,0
-2.302585092994045,190,891,0
-2.302585092994045,297,8454,0
-2.302585092994045,259,703,0
-2.302585092994045,287,19315,0
-2.302585092994045,299,474,0
-2.302585092994045,203,5545,0
-2.302585092994045,303,10910,0
-2.302585092994045,157,3110,0
-2.302585092994045,200,4367,0
-2.302585092994045,223,7262,0
-2.302585092994045,217,540,0
-2.302585092994045,290,1822,0
-2.302585092994045,173,12382,0
-2.302585092994045,275,2942,0
-2.302585092994045,229,447,0
-2.302585092994045,240,17763,0
-2.302585092994045,249,431,0
-2.302585092994045,244,749,0
-2.302585092994045,306,3222,0
-2.302585092994045,315,976,0
-2.302585092994045,166,6765,0
-2.302585092994045,269,3325,0
-2.302585092994045,208,891,0
-2.302585092994045,174,6345,0
-2.302585092994045,291,1607,0
-2.302585092994045,198,1503,0
-2.302585092994045,197,2006,0
-2.302585092994045,211,296,0
-2.302585092994045,145,11415,0
-2.302585092994045,238,3307,0
-2.302585092994045,204,182,0
-2.302585092994045,197,22920,0
-2.302585092994045,330,3369,0
-2.302585092994045,336,3211,0
-2.302585092994045,325,2452,0
-2.302585092994045,195,765,0
-2.302585092994045,307,3222,0
-2.302585092994045,294,1247,0
-2.302585092994045,333,2257,0
-2.302585092994045,241,2113,0
-2.302585092994045,210,392,0
-2.302585092994045,267,4690,0
-2.302585092994045,214,310,0
-2.302585092994045,188,4427,0
-2.302585092994045,173,4498,0
-2.302585092994045,314,2091,0
-2.302585092994045,313,2043,0
-2.302585092994045,206,32660,0
-2.302585092994045,285,671,0
-2.302585092994045,274,1319,0
-2.302585092994045,287,40376,0
-2.302585092994045,54540,8314,1
-2.302585092994045,237,15298,0
-2.302585092994045,315,877,0
-2.302585092994045,318,1342,0
-2.302585092994045,227,484,0
-2.302585092994045,305,2698,0
-2.302585092994045,145,31220,0
-2.302585092994045,315,1976,0
-2.302585092994045,255,574,0
-2.302585092994045,222,2720,0
-2.302585092994045,315,396,0
-2.302585092994045,203,43129,0
-2.302585092994045,299,812,0
-2.302585092994045,316,1208,0
-2.302585092994045,241,1711,0
-2.302585092994045,213,2203,0
-2.302585092994045,285,2449,0
5.50573795739701,335,275,0
-2.302585092994045,229,5558,0
-2.302585092994045,206,1334,0
-2.302585092994045,318,1456,0
-2.302585092994045,211,968,0
-2.302585092994045,235,298,0
-2.302585092994045,296,1918,0
-2.302585092994045,294,1425,0
-2.302585092994045,312,2652,0
-2.302585092994045,232,584,0
-2.302585092994045,254,933,0
-2.302585092994045,220,182,0
-2.302585092994045,250,2092,0
-2.302585092994045,239,10578,0
-2.302585092994045,278,19228,0
-2.302585092994045,208,495,0
-2.302585092994045,229,11319,0
-2.302585092994045,351,1758,0
-2.302585092994045,323,275,0
-2.302585092994045,219,2214,0
-2.302585092994045,244,524,0
-2.302585092994045,192,13332,0
-2.302585092994045,224,1705,0
-2.302585092994045,323,962,0
-2.302585092994045,220,9557,0
-2.302585092994045,261,6559,0
-2.302585092994045,229,11388,0
-2.302585092994045,241,354,0
-2.302585092994045,302,1744,0
-2.302585092994045,216,1722,0
-2.302585092994045,310,7877,0
-2.302585092994045,334,531,0
-2.302585092994045,240,1378,0
-2.302585092994045,197,10333,0
-2.302585092994045,214,2527,0
-2.302585092994045,334,406,0
-2.302585092994045,213,7203,0
-2.302585092994045,226,21870,0
-2.302585092994045,214,1694,0
-2.302585092994045,304,480,0
-2.302585092994045,319,1588,0
-2.302585092994045,350,394,0
-2.302585092994045,216,280,0
-2.302585092994045,281,434,0
-2.302585092994045,245,2594,0
-2.302585092994045,214,1461,0
-2.302585092994045,284,2866,0
-2.302585092994045,238,2038,0
-2.302585092994045,220,406,0
-2.302585092994045,348,1444,0
-2.302585092994045,242,1404,0
-2.302585092994045,236,398,0
-2.302585092994045,197,622,0
-2.302585092994045,247,546,0
-2.302585092994045,313,1321,0
-2.302585092994045,246,3137,0
-2.302585092994045,265,597,0
-2.302585092994045,224,1160,0
-2.302585092994045,356,600,0
-2.302585092994045,287,36490,0
-2.302585092994045,317,864,0
-2.302585092994045,240,280,0
-2.302585092994045,234,1380,0
-2.302585092994045,328,1782,0
-2.302585092994045,267,9287,0
-2.302585092994045,238,614,0
-2.302585092994045,230,2698,0
-2.302585092994045,303,2507,0
-2.302585092994045,221,11573,0
-2.302585092994045,315,300,0
-2.302585092994045,292,617,0
-2.302585092994045,215,2596,0
-2.302585092994045,368,915,0
-2.302585092994045,230,1912,0
-2.302585092994045,274,6044,0
-2.302585092994045,190,5877,0
-2.302585092994045,242,1391,0
-2.302585092994045,233,306,0
-2.302585092994045,334,599,0
-2.302585092994045,303,1382,0
-2.302585092994045,205,1719,0
-2.302585092994045,311,9422,0
-2.302585092994045,225,6761,0
-2.302585092994045,215,3632,0
-2.302585092994045,278,944,0
-2.302585092994045,313,2043,0
-2.302585092994045,211,301,0
-2.302585092994045,233,1722,0
-2.302585092994045,322,2015,0
-2.302585092994045,206,454,0
-2.302585092994045,303,11499,0
-2.302585092994045,279,5725,0
-2.302585092994045,203,8008,0
-2.302585092994045,174,1828,0
-2.302585092994045,195,14496,0
-2.302585092994045,236,437,0
-2.302585092994045,299,1380,0
-2.302585092994045,314,307,0
-2.302585092994045,330,10350,0
-2.302585092994045,255,177,0
-2.302585092994045,204,1274,0
-2.302585092994045,167,5180,0
-2.302585092994045,269,745,0
-2.302585092994045,301,1380,0
-2.302585092994045,240,966,0
-2.302585092994045,233,613,0
-2.302585092994045,318,1512,0
-2.302585092994045,220,3211,0
-2.302585092994045,183,3891,0
-2.302585092994045,301,919,0
-2.302585092994045,238,488,0
-2.302585092994045,379,2269,0
-2.302585092994045,304,1028,0
-2.302585092994045,283,917,0
-2.302585092994045,328,1099,0
-2.302585092994045,241,1481,0
-2.302585092994045,232,1520,0
-2.302585092994045,316,258,0
-2.302585092994045,336,2063,0
-2.302585092994045,294,1719,0
-2.302585092994045,260,11257,0
-2.302585092994045,301,661,0
-2.302585092994045,289,468,0
-2.302585092994045,164,22064,0
-2.302585092994045,198,332,0
-2.302585092994045,230,366,0
-2.302585092994045,259,828,0
-2.302585092994045,207,771,0
-2.302585092994045,305,5357,0
-2.302585092994045,304,1380,0
-2.302585092994045,228,1764,0
-2.302585092994045,236,9329,0
-2.302585092994045,185,4597,0
-2.302585092994045,307,3079,0
-2.302585092994045,263,354,0
-2.302585092994045,297,2120,0
-2.302585092994045,213,1410,0
-2.302585092994045,186,1330,0
-2.302585092994045,314,1247,0
-2.302585092994045,212,3370,0
-2.302585092994045,311,1150,0
-2.302585092994045,325,1645,0
-2.302585092994045,245,398,0
-2.302585092994045,229,1938,0
-2.302585092994045,217,25558,0
-2.302585092994045,262,4251,0
-2.302585092994045,241,259,0
-2.302585092994045,327,1695,0
-2.302585092994045,205,182,0
-2.302585092994045,344,2218,0
-2.302585092994045,248,16021,0
-2.302585092994045,286,315,0
-2.302585092994045,232,386,0
-2.302585092994045,299,11783,0
-2.302585092994045,302,651,0
-2.302585092994045,229,209,0
-2.302585092994045,217,1819,0
-2.302585092994045,312,548,0
-2.302585092994045,300,2239,0
-2.302585092994045,303,2239,0
-2.302585092994045,324,272,0
-2.302585092994045,280,7899,0
-2.302585092994045,221,5083,0
4.804840381116659,277,168,0
-2.302585092994045,211,305,0
-2.302585092994045,298,796,0
-2.302585092994045,212,2809,0
-2.302585092994045,209,681,0
-2.302585092994045,229,21419,0
-2.302585092994045,205,385,0
-2.302585092994045,278,21529,0
-2.302585092994045,333,994,0
-2.302585092994045,321,1187,0
-2.302585092994045,207,654,0
-2.302585092994045,248,1700,0
-2.302585092994045,204,525,0
-2.302585092994045,206,4419,0
-2.302585092994045,292,259,0
-2.302585092994045,208,757,0
-2.302585092994045,227,1201,0
-2.302585092994045,247,592,0
-2.302585092994045,219,6669,0
-2.302585092994045,170,13635,0
-2.302585092994045,229,726,0
-2.302585092994045,309,345,0
-2.302585092994045,297,24149,0
-2.302585092994045,221,1380,0
-2.302585092994045,326,280,0
-2.302585092994045,226,2531,0
-2.302585092994045,155,7395,0
-2.302585092994045,296,290,0
-2.302585092994045,274,3513,0
-2.302585092994045,215,4872,0
-2.302585092994045,209,770,0
-2.302585092994045,273,477,0
-2.302585092994045,345,1451,0
-2.302585092994045,224,795,0
-2.302585092994045,222,312,0
-2.302585092994045,228,3376,0
-2.302585092994045,305,26392,0
-2.302585092994045,230,723,0
-2.302585092994045,266,16339,0
-2.302585092994045,329,4183,0
-2.302585092994045,203,4097,0
-2.302585092994045,225,1357,0
-2.302585092994045,206,5137,0
-2.302585092994045,234,394,0
-2.302585092994045,338,5263,0
-2.302585092994045,191,2241,0
-2.302585092994045,216,7336,0
-2.302585092994045,303,2507,0
-2.302585092994045,234,26392,0
-2.302585092994045,237,212,0
-2.302585092994045,329,188,0
-2.302585092994045,336,1137,0
-2.302585092994045,194,11758,0
-2.302585092994045,330,531,0
-2.302585092994045,369,840,0
-2.302585092994045,288,912,0
-2.302585092994045,348,1287,0
-2.302585092994045,279,708,0
-2.302585092994045,230,369,0
-2.302585092994045,182,41937,0
-2.302585092994045,216,12839,0
-2.302585092994045,214,422,0
-2.302585092994045,247,1077,0
-2.302585092994045,293,3811,0
-2.302585092994045,196,3003,0
-2.302585092994045,226,1162,0
-2.302585092994045,291,1211,0
-2.302585092994045,296,2668,0
-2.302585092994045,277,1109,0
-2.302585092994045,299,320,0
-2.302585092994045,330,457,0
-2.302585092994045,250,5310,0
-2.302585092994045,294,1144,0
-2.302585092994045,250,1585,0
-2.302585092994045,308,3211,0
-2.302585092994045,200,332,0
-2.302585092994045,318,387,0
-2.302585092994045,283,6593,0
-2.302585092994045,226,27037,0
-2.302585092994045,242,2439,0
-2.302585092994045,269,319,0
-2.302585092994045,234,3798,0
-2.302585092994045,317,7203,0
-2.302585092994045,258,622,0
-2.302585092994045,312,285,0
-2.302585092994045,324,1584,0
-2.302585092994045,197,412,0
-2.302585092994045,235,2698,0
-2.302585092994045,216,940,0
-2.302585092994045,229,1175,0
-2.302585092994045,264,26142,0
-2.302585092994045,309,4868,0
-2.302585092994045,167,709,0
-2.302585092994045,326,1498,0
-2.302585092994045,221,1003,0
-2.302585092994045,273,10933,0
-2.302585092994045,309,1395,0
-2.302585092994045,313,466,0
-2.302585092994045,217,610,0
-2.302585092994045,230,2125,0
-2.302585092994045,507,9142,0
-2.302585092994045,251,5953,0
-2.302585092994045,212,3317,0
-2.302585092994045,327,870,0
-2.302585092994045,244,930,0
-2.302585092994045,237,2919,0
-2.302585092994045,305,458,0
-2.302585092994045,218,12235,0
-2.302585092994045,240,4359,0
-2.302585092994045,198,171,0
-2.302585092994045,282,611,0
-2.302585092994045,299,411,0
-2.302585092994045,329,2232,0
-2.302585092994045,286,307,0
-2.302585092994045,325,2531,0
-2.302585092994045,218,2572,0
-2.302585092994045,190,1613,0
-2.302585092994045,207,267,0
-2.302585092994045,330,2687,0
-2.302585092994045,262,38139,0
-2.302585092994045,200,1668,0
-2.302585092994045,308,1592,0
-2.302585092994045,285,261,0
-2.302585092994045,302,1075,0
-2.302585092994045,302,3501,0
-2.302585092994045,234,1211,0
-2.302585092994045,275,255,0
-2.302585092994045,197,6356,0
-2.302585092994045,194,864,0
-2.302585092994045,238,3841,0
-2.302585092994045,54540,8314,1
-2.302585092994045,325,5193,0
-2.302585092994045,242,2775,0
-2.302585092994045,184,25931,0
-2.302585092994045,166,13559,0
-2.302585092994045,210,1910,0
-2.302585092994045,233,339,0
-2.302585092994045,226,305,0
-2.302585092994045,193,7299,0
-2.302585092994045,277,1274,0
-2.302585092994045,277,3176,0
-2.302585092994045,323,478,0
-2.302585092994045,309,1158,0
-2.302585092994045,279,947,0
-2.302585092994045,347,269,0
-2.302585092994045,220,481,0
-2.302585092994045,285,1036,0
-2.302585092994045,289,11710,0
-2.302585092994045,339,397,0
-2.302585092994045,160,2700,0
-2.302585092994045,241,2507,0
-2.302585092994045,321,1374,0
-2.302585092994045,306,592,0
-2.302585092994045,234,261,0
-2.302585092994045,324,9211,0
-2.302585092994045,314,3905,0
-2.302585092994045,333,1263,0
-2.302585092994045,364,3112,0
-2.302585092994045,233,1075,0
-2.302585092994045,258,2242,0
-2.302585092994045,312,527,0
-2.302585092994045,322,2713,0
-2.302585092994045,228,1873,0
-2.302585092994045,315,420,0
-2.302585092994045,317,1919,0
-2.302585092994045,326,626,0
-2.302585092994045,252,13335,0
-2.302585092994045,221,944,0
-2.302585092994045,215,12425,0
-2.302585092994045,202,2209,0
-2.302585092994045,325,2029,0
-2.302585092994045,325,4580,0
-2.302585092994045,279,759,0
-2.302585092994045,292,1569,0
-2.302585092994045,292,885,0
-2.302585092994045,203,1996,0
-2.302585092994045,205,3159,0
-2.302585092994045,246,11211,0
-2.302585092994045,226,27784,0
-2.302585092994045,301,7265,0
-2.302585092994045,226,2647,0
-2.302585092994045,198,263,0
-2.302585092994045,211,11541,0
-2.302585092994045,234,1425,0
-2.302585092994045,240,266,0
-2.302585092994045,233,2219,0
-2.302585092994045,238,1645,0
-2.302585092994045,322,2300,0
-2.302585092994045,330,1227,0
-2.302585092994045,343,5048,0
-2.302585092994045,317,1856,0
-2.302585092994045,207,466,0
-2.302585092994045,251,3461,0
-2.302585092994045,215,1223,0
-2.302585092994045,146,17723,0
-2.302585092994045,221,1719,0
-2.302585092994045,239,5201,0
-2.302585092994045,222,7208,0
-2.302585092994045,193,410,0
-2.302585092994045,296,1568,0
-2.302585092994045,283,10521,0
-2.302585092994045,238,3567,0
-2.302585092994045,243,1235,0
-2.302585092994045,221,4279,0
-2.302585092994045,224,284,0
-2.302585092994045,358,929,0
-2.302585092994045,221,303,0
-2.302585092994045,322,1718,0
-2.302585092994045,299,644,0
-2.302585092994045,147,6195,0
-2.302585092994045,320,263,0
-2.302585092994045,302,2433,0
-2.302585092994045,223,179,0
-2.302585092994045,327,280,0
-2.302585092994045,296,525,0
-2.302585092994045,301,256,0
1.9600947840472696,46720,8314,1
-2.302585092994045,249,4137,0
-2.302585092994045,295,750,0
-2.302585092994045,306,544,0
-2.302585092994045,226,3707,0
-2.302585092994045,304,13614,0
-2.302585092994045,303,1454,0
-2.302585092994045,280,686,0
-2.302585092994045,335,388,0
-2.302585092994045,299,7205,0
-2.302585092994045,222,3048,0
-2.302585092994045,324,5971,0
-2.302585092994045,241,796,0
-2.302585092994045,232,9567,0
-2.302585092994045,297,186,0
-2.302585092994045,226,5656,0
-2.302585092994045,208,2375,0
-2.302585092994045,314,1247,0
-2.302585092994045,340,1275,0
-2.302585092994045,219,983,0
-2.302585092994045,286,362,0
-2.302585092994045,316,397,0
-2.302585092994045,338,3450,0
-2.302585092994045,215,434,0
-2.302585092994045,291,247,0
-2.302585092994045,250,321,0
-2.302585092994045,257,1437,0
-2.302585092994045,206,2483,0
-2.302585092994045,317,284,0
-2.302585092994045,214,13869,0
-2.302585092994045,249,511,0
-2.302585092994045,309,57827,0
-2.302585092994045,340,7592,0
-2.302585092994045,196,8419,0
-2.302585092994045,218,5537,0
-2.302585092994045,271,1356,0
-2.302585092994045,193,27213,0
-2.302585092994045,485,6544,0
-2.302585092994045,222,296,0
-2.302585092994045,307,891,0
-2.302585092994045,219,397,0
-2.302585092994045,242,341,0
-2.302585092994045,329,3983,0
-2.302585092994045,297,5075,0
-2.302585092994045,277,53218,0
-2.302585092994045,209,2584,0
-2.302585092994045,226,20522,0
-2.302585092994045,225,799,0
-2.302585092994045,365,2825,0
-2.302585092994045,215,864,0
-2.302585092994045,275,1274,0
-2.302585092994045,287,511,0
-2.302585092994045,235,3627,0
-2.302585092994045,207,436,0
-2.302585092994045,315,515,0
-2.302585092994045,247,315,0
-2.302585092994045,159,10769,0
-2.302585092994045,314,3272,0
-2.302585092994045,185,1233,0
-2.302585092994045,235,2439,0
-2.302585092994045,307,2698,0
-2.302585092994045,307,1190,0
-2.302585092994045,243,722,0
-2.302585092994045,296,267,0
-2.302585092994045,305,2698,0
-2.302585092994045,268,369,0
-2.302585092994045,212,313,0
-2.302585092994045,278,1340,0
-2.302585092994045,142,44324,0
-2.302585092994045,252,273544,0
-2.302585092994045,210,495,0
-2.302585092994045,261,4916,0
-2.302585092994045,261,4371,0
-2.302585092994045,235,2259,0
-2.302585092994045,219,337,0
-2.302585092994045,228,1971,0
-2.302585092994045,314,392,0
-2.302585092994045,290,482,0
-2.302585092994045,270,284,0
-2.302585092994045,229,1293,0
-2.302585092994045,193,759,0
-2.302585092994045,324,10974,0
-2.302585092994045,258,709,0
5.130490255904535,357,128,0
-2.302585092994045,209,13774,0
-2.302585092994045,326,4995,0
-2.302585092994045,327,5010,0
-2.302585092994045,427,672,0
-2.302585092994045,263,30113,0
-2.302585092994045,219,927,0
-2.302585092994045,260,11309,0
-2.302585092994045,378,1815,0
-2.302585092994045,229,1070,0
-2.302585092994045,239,659,0
-2.302585092994045,322,1564,0
-2.302585092994045,185,19703,0
-2.302585092994045,299,10462,0
-2.302585092994045,328,7768,0
-2.302585092994045,321,253,0
-2.302585092994045,274,901,0
-2.302585092994045,328,1411,0
-2.302585092994045,243,2974,0
-2.302585092994045,273,4776,0
-2.302585092994045,54540,8314,1
-2.302585092994045,253,6596,0
-2.302585092994045,219,352,0
-2.302585092994045,313,1913,0
-2.302585092994045,331,365,0
-2.302585092994045,260,312,0
-2.302585092994045,324,796,0
-2.302585092994045,242,9284,0
-2.302585092994045,206,317,0
-2.302585092994045,202,87291,0
-2.302585092994045,307,7221,0
-2.302585092994045,279,4720,0
-2.302585092994045,187,21002,0
-2.302585092994045,239,3637,0
-2.302585092994045,233,2507,0
-2.302585092994045,319,4858,0
-2.302585092994045,201,1196,0
-2.302585092994045,257,493,0
-2.302585092994045,320,1020,0
-2.302585092994045,226,2038,0
-2.302585092994045,220,1769,0
-2.302585092994045,301,3972,0
-2.302585092994045,313,841,0
-2.302585092994045,312,306,0
-2.302585092994045,326,362,0
-2.302585092994045,258,10044,0
-2.302585092994045,229,9877,0
-2.302585092994045,234,2350,0
-2.302585092994045,252,9778,0
-2.302585092994045,207,3756,0
-2.302585092994045,236,2522,0
-2.302585092994045,216,280,0
4.395682961121366,201,2613,0
-2.302585092994045,220,760,0
-2.302585092994045,235,2507,0
-2.302585092994045,322,825,0
-2.302585092994045,361,250,0
-2.302585092994045,231,2636,0
-2.302585092994045,240,1697,0
-2.302585092994045,225,755,0
-2.302585092994045,250,2238,0
-2.302585092994045,304,420,0
-2.302585092994045,203,302,0
-2.302585092994045,286,4520,0
-2.302585092994045,349,525,0
-2.302585092994045,232,1075,0
-2.302585092994045,305,2445,0
-2.302585092994045,213,11619,0
-2.302585092994045,292,29026,0
-2.302585092994045,293,1651,0
-2.302585092994045,216,14338,0
-2.302585092994045,252,396,0
-2.302585092994045,190,304,0
-2.302585092994045,207,1044,0
-2.302585092994045,289,594,0
-2.302585092994045,316,306,0
-2.302585092994045,323,1680,0
-2.302585092994045,311,2698,0
-2.302585092994045,327,3200,0
-2.302585092994045,211,3200,0
-2.302585092994045,270,8134,0
-2.302585092994045,232,978,0
-2.302585092994045,218,295,0
-2.302585092994045,326,1569,0
-2.302585092994045,329,188,0
-2.302585092994045,234,715,0
-2.302585092994045,318,677,0
-2.302585092994045,183,4285,0
-2.302585092994045,235,1713,0
-2.302585092994045,308,5365,0
-2.302585092994045,193,296,0
-2.302585092994045,241,259,0
-2.302585092994045,250,2821,0
-2.302585092994045,193,1395,0
-2.302585092994045,206,2996,0
-2.302585092994045,307,1425,0
-2.302585092994045,183,3843,0
-2.302585092994045,221,2247,0
-2.302585092994045,316,740,0
-2.302585092994045,271,781,0
-2.302585092994045,222,397,0
-2.302585092994045,331,6876,0
-2.302585092994045,288,1318,0
-2.302585092994045,344,482,0
-2.302585092994045,199,181,0
-2.302585092994045,232,280,0
-2.302585092994045,228,1814,0
-2.302585092994045,54540,8314,1
-2.302585092994045,215,597,0
-2.302585092994045,311,313,0
-2.302585092994045,345,255,0
-2.302585092994045,229,1075,0
