attr1,attr2,attr3,attr4,attr5,attr6,attr7,attr8,attr9,attr10,attr11,attr12,attr13,attr14,attr15,attr16,attr17,attr18,attr19,out
con,con,con,con,con,con,cat,cat,cat,cat,cat,cat,cat,cat,cat,cat,cat,cat,cat,cat
0.531991018265813,0.5813424697532132,0.43983378820939206,0.43301421553289576,0.42653408634643153,0.47435134256870465,4,4,4,4,4,4,4,4,4,2,0,2,4,0
0.5322141119786622,0.2958581272016324,0.48026690789496584,0.4525537769792717,0.5043529637517523,0.604104441665354,0,0,0,0,0,0,0,0,0,2,4,4,4,0
0.37561721577034834,0.5311320214500717,0.49011460822729364,0.4987489422986726,0.5422437685176971,0.5328417235307523,4,4,4,4,4,4,4,4,4,4,1,2,2,0
0.449228624134977,0.5013590476212219,0.682592790847777,0.41022454333306235,0.4392115169824666,0.5064569629580141,4,4,4,4,4,4,4,4,4,3,2,0,1,0
0.4694442647810659,0.5596513467529717,0.42951079616725685,0.3510990470383589,0.462924781997523,0.5116758115180344,0,0,0,0,0,0,0,0,0,1,2,0,3,0
0.3949966624228156,0.4186237749565466,0.518122877834048,0.6075542158665599,0.3631298932434761,0.5600413069595618,0,0,0,0,0,0,0,0,0,4,3,1,0,0
0.4940829932668631,0.4415725018858879,0.38576997991294915,0.5743386440506438,0.5219755153823539,0.45759854859275606,0,0,0,0,0,0,0,0,0,4,2,2,1,0
0.5877206661426626,0.5469861166612892,0.6076107944976985,0.5712171579780561,0.5610470804280584,0.35205275324219554,4,4,4,4,4,4,4,4,4,3,4,4,0,0
0.46532879939242805,0.46937537977746335,0.5537864369458915,0.519248687474082,0.557065754048327,0.5623402605205963,0,0,0,0,0,0,0,0,0,0,2,1,3,0
0.38033531748906035,0.49868268791741965,0.5513854352369648,0.3668932498993808,0.33335353408392543,0.42497279441274455,4,4,4,4,4,4,4,4,4,2,2,2,4,0
0.47455099536601564,0.48195465472790877,0.3898940207496342,0.5743429601259229,0.4766645579323116,0.4030046365981152,4,4,4,4,4,4,4,4,4,0,1,2,3,0
0.6456599407844923,0.5218795055729396,0.39637282593581075,0.4157936747805999,0.563495836334065,0.48408407653367547,0,0,0,0,0,0,0,0,0,2,4,3,1,0
0.5347398774471911,0.5962634276191036,0.5901426957189259,0.5227851874141145,0.5203944982323983,0.7641101888439281,4,0,0,3,3,1,3,1,3,0,3,1,2,1
0.5754820760863791,0.5169150142068163,0.49269419969244116,0.707269823742936,0.47161430090006845,0.4988274105100221,0,0,0,0,0,0,0,0,0,0,2,3,1,0
0.6024533426925441,0.5686987999618431,0.4703988481552835,0.3674670285657633,0.3409169830322575,0.49014027769072627,4,4,4,4,4,4,4,4,4,4,0,2,3,0
0.4519424243812991,0.6022620612719328,0.6224380613773883,0.5446830824067119,0.43076787069496447,0.5452146775169977,0,0,0,0,0,0,0,0,0,2,1,1,4,0
0.6191606625093097,0.569211967207323,0.5855858698155249,0.4278881517242757,0.4439966601304579,0.48508126344122043,0,0,0,0,0,0,0,0,0,2,0,1,4,0
0.48207111935915653,0.3537665329770441,0.6083406504715141,0.5039758783783651,0.4710373727599638,0.47109664449018585,4,4,4,4,4,4,4,4,4,0,0,0,4,0
0.489493399682355,0.4149797510632356,0.6100602435129777,0.5928075746287442,0.3930293706713992,0.4983137753538128,0,0,0,0,0,0,0,0,0,0,2,1,3,0
0.43693110746596103,0.528623056491539,0.38568382649750527,0.5286635572596164,0.4332231205108226,0.48123202373482227,4,4,4,4,4,4,4,4,4,4,1,3,0,0
0.4019333090947707,0.4698303684629606,0.5570372800066313,0.6400523235729975,0.49135044937707023,0.5567361614308606,0,0,0,0,0,0,0,0,0,0,0,3,3,0
0.3721744185520014,0.47393013840467624,0.5887497056381935,0.5473046186918711,0.5049000111354947,0.5682719095204396,0,0,0,0,0,0,0,0,0,3,4,2,3,0
0.5167883687437317,0.6024209590438226,0.45207094818572335,0.41391306327643274,0.5407090705281598,0.483049820331116,0,0,0,0,0,0,0,0,0,1,3,3,3,0
0.29874027622217936,0.518300760048883,0.4879763938036637,0.37903375786346205,0.487343089753856,0.4131823371639721,0,0,0,0,0,0,0,0,0,4,1,3,2,0
0.3348365144932776,0.4847677126356027,0.4847887929329804,0.4367749292114915,0.469046774803139,0.5013587454601094,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.542411093320412,0.392522036121286,0.4281802218664218,0.2950886689705865,0.5482022638964889,0.45811721334442934,4,4,4,4,4,4,4,4,4,1,4,4,1,0
0.7226734682605044,0.5026573664504972,0.5754262359372564,0.38249133294433035,0.5416043037748376,0.5020671333592852,0,0,0,0,0,0,0,0,0,4,2,0,0,0
0.4811490932543618,0.5762731331922573,0.5428476676024195,0.40653252709759563,0.46669245742955345,0.4532909981768498,4,4,4,4,4,4,4,4,4,4,2,0,1,0
0.4447223154436247,0.4529256561091809,0.5549789936713091,0.5055585972231902,0.4204510455558258,0.6534569441363459,0,0,0,0,0,0,0,0,0,1,0,2,2,0
0.5362048395685759,0.4483806041201145,0.43543622722925196,0.49101868788486763,0.5727597377463479,0.5059751443781453,4,4,4,4,4,4,4,4,4,2,1,1,4,0
